;Vviento00;Vviento01;Vviento02;Vviento03;Vviento04;Vviento05;Vviento06;Vviento07;Vviento08;Vviento09;Vviento10;Vviento11;Vviento12;Vviento13;Vviento14;Vviento15;Vviento16;Vviento17;Vviento18;Vviento19;Vviento20;Vviento21;Vviento22;Vviento23;AlturaOlas00;AlturaOlas01;AlturaOlas02;AlturaOlas03;AlturaOlas04;AlturaOlas05;AlturaOlas06;AlturaOlas07;AlturaOlas08;AlturaOlas09;AlturaOlas10;AlturaOlas11;AlturaOlas12;AlturaOlas13;AlturaOlas14;AlturaOlas15;AlturaOlas16;AlturaOlas17;AlturaOlas18;AlturaOlas19;AlturaOlas20;AlturaOlas21;AlturaOlas22;AlturaOlas23;PeriodoOlas00;PeriodoOlas01;PeriodoOlas02;PeriodoOlas03;PeriodoOlas04;PeriodoOlas05;PeriodoOlas06;PeriodoOlas07;PeriodoOlas08;PeriodoOlas09;PeriodoOlas10;PeriodoOlas11;PeriodoOlas12;PeriodoOlas13;PeriodoOlas14;PeriodoOlas15;PeriodoOlas16;PeriodoOlas17;PeriodoOlas18;PeriodoOlas19;PeriodoOlas20;PeriodoOlas21;PeriodoOlas22;PeriodoOlas23;Temperatura00;Temperatura01;Temperatura02;Temperatura03;Temperatura04;Temperatura05;Temperatura06;Temperatura07;Temperatura08;Temperatura09;Temperatura10;Temperatura11;Temperatura12;Temperatura13;Temperatura14;Temperatura15;Temperatura16;Temperatura17;Temperatura18;Temperatura19;Temperatura20;Temperatura21;Temperatura22;Temperatura23;Lluvia00;Lluvia01;Lluvia02;Lluvia03;Lluvia04;Lluvia05;Lluvia06;Lluvia07;Lluvia08;Lluvia09;Lluvia10;Lluvia11;Lluvia12;Lluvia13;Lluvia14;Lluvia15;Lluvia16;Lluvia17;Lluvia18;Lluvia19;Lluvia20;Lluvia21;Lluvia22;Lluvia23;Nubosidad00;Nubosidad01;Nubosidad02;Nubosidad03;Nubosidad04;Nubosidad05;Nubosidad06;Nubosidad07;Nubosidad08;Nubosidad09;Nubosidad10;Nubosidad11;Nubosidad12;Nubosidad13;Nubosidad14;Nubosidad15;Nubosidad16;Nubosidad17;Nubosidad18;Nubosidad19;Nubosidad20;Nubosidad21;Nubosidad22;Nubosidad23
06.02.2022;22;22;21;20;16;14;20;17;19;19;20;19;19;19;19;20;18;17;15;12;10;9;9;8;3.1;3.1;3.1;3.1;3;2.9;2.8;2.5;2.3;2.2;2.2;2.2;2.2;2.1;2.1;2;1.9;1.8;1.8;1.7;1.6;1.6;1.5;1.4;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;9;10;9;8;8;8;8;8;8;9;10;10;9;9;8;7;7;6;6;5;5;5;0.3;0.3;0.8;1.9;1.9;0.4;0.3;0.1;0.1;;0.1;;;0.1;0.1;0.1;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;53;58;100;100;100;17;14;14;14;18;13;14
07.02.2022;7;7;6;6;7;7;6;6;8;10;10;11;13;17;18;17;15;15;13;13;13;13;13;15;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.2;1.2;1.3;1.5;1.6;1.6;1.6;1.6;1.7;1.6;1.6;1.6;1.6;1.6;9;9;9;9;9;9;9;9;9;9;8;8;8;6;6;6;6;6;6;6;6;6;6;6;6;7;7;8;7;7;7;7;9;9;10;11;12;12;12;11;11;11;11;11;11;11;11;11;;;;;;;;;;;;;;;;;;;;;;;;;15;98;100;100;98;100;100;88;100;100;100;69;100;36;100;100;100;100;100;100;100;100;40;100
08.02.2022;16;16;16;17;18;18;18;17;16;16;16;15;15;17;17;17;17;17;18;17;17;16;18;17;1.7;1.8;1.9;1.9;2;2;2;2;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.9;1.9;6;6;6;6;6;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;9;10;10;10;10;10;10;10;11;11;11;11;11;10;10;10;10;10;10;10;10;;;;;;;;;;0.1;0.1;;;;;;0.1;0.1;;;;;0.1;0.3;7;35;100;97;75;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
09.02.2022;12;6;4;4;2;5;7;6;6;6;7;8;8;8;9;8;8;7;5;5;6;6;8;7;1.9;1.7;1.6;1.5;1.4;1.3;1.3;1.2;1.1;1.1;1;1;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;6;6;6;6;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;10;10;9;8;8;8;8;7;6;6;7;7;9;9;8;8;8;7;6;6;6;5;5;4;0.1;0.1;;;0.1;;;;;;;;;;;;0.1;;;;;;;;100;100;100;99;100;100;100;89;67;45;50;51;100;100;100;100;100;100;100;100;100;100;100;100
10.02.2022;7;7;7;8;8;7;8;8;8;9;11;12;14;14;14;13;13;13;11;8;8;8;6;6;0.7;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.8;0.9;0.9;0.9;0.8;0.7;0.7;0.6;0.5;6;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;3;3;2;3;5;6;7;7;8;7;7;6;5;3;3;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;10;7;7;10;12;11;99;6;;6;10;5;5;;7;;
11.02.2022;5;6;6;5;4;3;3;3;5;6;9;14;15;16;17;18;18;19;21;23;24;25;25;24;0.5;0.5;0.5;0.5;0.4;0.4;0.3;0.3;0.3;0.4;0.5;0.6;0.8;1;1.1;1.3;1.4;1.5;1.6;1.8;2;2.2;2.4;2.5;5;5;6;6;13;13;13;13;13;13;3;3;4;4;5;5;5;5;6;6;6;6;7;7;2;2;2;2;2;2;3;3;4;5;7;7;8;8;8;8;8;8;8;8;8;8;8;8;;;;;;;;;;;;0.1;0.1;0.1;0.1;0.1;0.1;;;;0.1;;0.1;0.1;;6;21;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
12.02.2022;24;24;25;26;27;27;27;26;27;24;23;18;18;18;16;16;15;14;13;13;12;11;10;10;2.6;2.7;3;3.2;3.4;3.5;3.6;3.7;3.8;3.8;3.9;3.5;3.2;2.9;2.8;2.7;2.5;2.4;2.3;2.2;2.1;2;1.9;1.8;7;7;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;9;9;9;8;9;9;9;9;10;10;11;10;11;11;10;9;9;9;9;9;9;9;0.4;0.4;0.5;0.4;0.3;0.8;0.3;0.9;0.8;0.2;0.2;0.1;0.3;0.2;0.1;;;;;;;0.1;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
13.02.2022;9;8;6;4;12;25;22;13;4;4;8;7;7;10;9;11;12;15;16;12;9;10;10;10;1.7;1.7;1.6;1.6;2.1;2.8;2.8;2.6;2.5;2.4;2.5;2.7;2.5;2.5;2.4;2.3;2.3;2.2;2.1;2;1.9;1.9;1.8;1.7;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;11;10;9;9;8;8;6;7;5;5;5;5;0.1;;;1.3;6.4;4;0.9;0.2;0.4;1;0.2;;;0.2;0.1;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;15;100;85;100
14.02.2022;7;8;8;7;9;13;13;13;14;18;17;17;14;15;13;13;13;14;10;8;8;10;11;14;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.6;1.6;1.6;1.5;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.1;1.1;1.2;1.2;9;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;4;4;4;4;4;6;6;5;5;6;5;7;8;9;9;8;8;7;6;5;5;5;6;8;;;;;;;;;;;;0.1;;;;;0.1;;;;;;;;100;84;14;91;100;100;100;100;21;75;100;32;100;12;12;13;12;7;;5;18;21;100;100
15.02.2022;15;18;22;23;22;22;21;11;10;9;8;10;10;10;9;9;11;14;15;18;17;23;19;18;1.3;1.5;1.9;2.3;2.6;2.7;2.8;2.5;2.2;2;1.9;1.8;1.7;1.7;1.6;1.6;1.6;1.6;1.7;1.8;2;2.6;2.7;2.7;8;5;6;6;7;7;8;8;8;8;8;8;9;9;9;9;9;9;9;9;8;7;7;8;7;8;9;9;9;9;10;9;7;7;7;8;9;9;9;9;9;8;8;9;9;10;11;12;;0.1;0.1;0.1;0.4;0.8;0.4;0.3;;;;;;;;;0.3;0.3;1.3;1.1;0.5;0.8;0.1;0.3;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
16.02.2022;19;18;18;18;17;17;18;16;15;18;23;24;24;24;25;28;27;22;25;26;23;22;22;20;2.9;3;2.9;2.9;2.8;2.8;2.8;2.8;2.8;2.9;3.3;3.5;3.6;3.7;3.9;4;3.6;3.4;3.4;3.3;3.3;3.2;3.1;3;9;9;9;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10;10;10;10;12;12;12;12;12;12;11;11;11;12;12;12;13;12;12;13;12;11;10;10;9;8;8;8;0.2;0.1;;0.1;;0.1;;;0.1;0.1;;0.1;0.1;0.3;0.6;0.3;;;;;;;;;100;100;100;100;100;100;94;100;80;100;100;100;100;100;100;100;100;100;5;10;12;56;99;54
17.02.2022;19;18;17;17;16;15;12;10;15;16;20;20;19;17;16;14;11;9;8;7;7;13;20;22;2.9;2.9;2.7;2.6;2.5;2.4;2.3;2.2;2.2;2.3;2.4;2.4;2.4;2.3;2.3;2.2;2.1;1.9;1.8;1.7;1.7;1.7;1.8;2;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;7;7;6;6;6;6;6;6;7;7;9;9;9;9;8;8;7;7;6;7;6;7;;;;;;;;;0.1;0.8;;;;;;;;;;0.1;0.3;0.6;2.6;2.1;78;65;28;34;16;12;99;15;100;100;44;27;75;57;34;100;100;100;100;100;100;100;100;100
18.02.2022;24;27;30;28;28;25;27;21;23;36;34;29;26;25;26;24;22;23;23;19;16;14;14;16;2.3;2.9;3.5;3.9;4.1;4.2;4.4;4.7;4.6;4.5;4.5;4.2;3.8;3.5;3.3;3.3;3;2.8;2.6;2.5;2.4;2.3;2.1;2.1;6;7;8;9;9;9;10;10;11;12;12;12;12;12;12;9;9;10;10;10;10;10;10;10;9;11;10;8;7;7;6;7;6;3;4;5;6;6;5;4;4;3;4;3;3;3;3;3;4.7;1.1;0.6;0.1;0.1;0.3;0.8;0.6;0.1;0.2;0.1;;;;0.1;0.1;0.3;0.5;0.1;;;;;;100;100;100;100;18;100;99;100;92;100;100;67;100;5;8;12;53;7;51;100;13;19;22;10
19.02.2022;13;14;14;14;13;16;23;23;27;21;19;20;19;18;15;14;13;11;11;12;17;16;18;19;2;2;2;2;2;2.2;2.5;3;3.6;3.3;3;2.8;2.6;2.5;2.4;2.3;2.2;2.1;2;2;2.1;2.2;2.3;2.4;10;10;10;9;9;9;7;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;3;3;4;4;4;5;7;7;9;8;8;8;9;10;10;9;9;9;8;8;9;10;10;10;;;;;;;0.4;3.1;2.2;0.1;;0.1;;;0.1;;;;;0.1;0.2;;;;20;20;57;100;100;100;100;100;100;100;100;100;100;67;100;100;100;94;100;100;100;100;100;100
20.02.2022;20;21;21;22;22;21;22;22;22;23;25;26;30;33;25;27;27;27;27;27;26;26;24;26;2.6;2.8;2.9;3;3.1;3.2;3.3;3.4;3.4;3.5;3.6;3.8;4.2;4.5;4.4;3.8;3.4;3.2;3.1;3.1;3.1;2.9;2.8;2.9;8;8;8;8;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;9;9;11;11;11;11;11;10;11;11;11;11;11;11;11;11;8;7;5;4;3;3;3;3;3;3;;;;;;0.1;0.3;0.2;0.3;0.3;0.1;0.1;0.3;0.6;2.6;0.6;0.2;;;;;0.2;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;97;13;7;63;100;100;100
21.02.2022;26;28;29;30;29;29;27;28;27;26;24;23;20;17;15;13;9;9;9;12;13;13;12;13;2.8;2.9;2.8;2.8;2.9;2.8;2.5;2.4;2.4;2.3;2.1;2;1.8;1.7;1.6;1.5;1.4;1.4;1.4;1.4;1.4;1.5;1.5;1.6;9;9;8;8;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;6;4;4;5;5;6;6;6;7;7;7;7;8;9;10;10;10;10;9;9;8;9;9;9;10;;;;;;;;;;;;;;;;;;;0.1;0.1;0.1;;;0.1;67;72;100;56;100;100;100;77;100;89;37;6;5;5;13;13;80;100;100;100;100;100;100;100
22.02.2022;16;16;16;16;17;20;21;20;18;16;15;15;15;14;15;13;12;11;9;7;8;10;11;10;1.6;1.7;1.7;1.9;2;2.3;2.4;2.5;2.4;2.2;2;1.9;1.8;1.7;1.7;1.6;1.6;1.5;1.4;1.4;1.3;1.3;1.3;1.3;6;6;6;6;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;11;10;10;10;10;10;10;10;8;8;8;9;9;10;10;10;9;8;7;6;6;6;6;6;;;;;;;0.1;0.7;0.6;0.1;;;0.1;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;6;7;8;8;12;56;12;6;7;5;;6;6;6
23.02.2022;13;16;16;14;15;16;19;20;19;20;20;21;22;22;22;23;22;20;19;16;18;13;13;13;1.3;1.4;1.5;1.5;1.5;1.6;1.8;1.9;2;2.1;2.2;2.3;2.5;2.5;2.6;2.6;2.7;2.7;2.7;2.4;2.3;2.1;1.9;1.8;8;8;5;6;6;6;6;6;6;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;7;9;9;8;9;9;9;9;9;9;9;10;10;10;11;10;10;9;9;8;7;6;4;4;;;;;;;;;;;;;0.1;0.1;;0.1;0.1;0.1;0.1;;0.1;0.2;;0.1;25;100;100;100;100;100;100;100;100;100;44;24;41;11;9;8;78;41;25;100;9;100;53;100
24.02.2022;16;14;14;15;14;17;18;18;17;16;18;19;18;18;20;20;19;19;18;18;18;17;16;16;1.9;1.8;1.8;1.9;2.1;2.1;2.1;2.1;2.2;2.2;2.2;2.1;2;2;2;2;2;2;2;2;1.9;1.9;1.8;1.7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;7;7;7;8;8;8;8;8;8;5;4;4;4;3;3;2;2;2;1;3;4;6;6;6;6;5;5;4;4;4;5;5;5;;;;;0.4;;;;;0.1;;;0.1;;0.1;;;;;;;;;;100;100;100;100;100;100;100;100;100;14;12;8;7;12;7;11;19;51;6;8;11;57;8;6
25.02.2022;15;14;12;11;10;9;8;7;6;6;6;6;7;10;11;12;13;13;14;14;14;15;16;17;1.6;1.6;1.5;1.4;1.3;1.3;1.2;1.2;1.1;1.1;1;1;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.2;1.3;1.3;1.4;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;5;5;5;5;5;5;5;5;4;4;3;3;3;3;5;6;7;9;9;9;9;9;9;8;9;9;9;9;9;;;;;;;;;;;;;;;;;;;;;;;;0.1;;10;100;15;16;20;9;14;22;100;73;27;17;25;18;70;75;50;100;100;100;100;100;100
26.02.2022;18;18;18;19;19;19;19;19;19;19;20;20;20;21;22;22;21;22;23;22;23;23;23;21;1.4;1.5;1.6;1.6;1.7;1.8;1.9;1.9;2;2.1;2.1;2.2;2.2;2.4;2.5;2.5;2.6;2.8;3;3.1;3.2;3.3;3.3;3.3;5;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;8;8;8;8;9;9;9;9;9;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;8;8;8;8;;;0.1;0.1;;;;;0.1;0.1;0.1;0.1;0.1;0.1;;;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
27.02.2022;20;20;20;20;19;18;17;19;20;20;20;20;9;6;10;13;15;17;18;19;19;20;19;18;3.3;3.2;3.2;3.2;3.1;3.1;3;3;3;2.9;2.9;2.8;2.5;2.3;2.2;2.1;2.1;2;2.1;2.2;2.2;2.3;2.4;2.4;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;7;7;7;7;7;8;8;8;9;8;8;8;8;8;8;9;9;8;9;9;9;9;9;8;8;9;9;8;8;0.1;;;;0.1;;;;;;0.1;0.4;0.4;;;;;;;;;0.1;0.7;0.9;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;27;100;100;100;100
28.02.2022;18;18;19;19;17;11;8;7;6;4;4;3;6;3;4;4;5;8;8;6;7;7;7;6;2.5;2.6;2.7;2.8;2.7;2.6;2.4;2.3;2.2;2.1;2;2;2;1.9;1.9;1.9;1.8;1.8;1.7;1.7;1.6;1.5;1.5;1.4;7;7;7;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;8;8;9;9;9;10;10;10;10;9;8;7;5;4;4;3;3;1.3;1.8;1.9;0.6;0.3;0.3;;;;;0.1;0.3;0.3;0.3;;0.3;0.2;0.2;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;94;7;;;;
01.03.2022;6;6;7;8;7;7;8;8;8;7;10;12;13;13;14;14;14;13;12;10;11;13;14;14;1.4;1.4;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.3;1.3;1.3;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;5;5;5;5;5;5;5;5;5;3;3;2;2;2;2;1;1;2;3;5;7;8;8;9;8;8;7;6;5;6;7;7;7;;;;;;;;;;;;;;;;;;;;;;;;;6;100;100;100;100;100;100;100;100;100;45;100;100;100;100;100;38;100;100;100;100;100;100;100
02.03.2022;14;13;13;13;12;11;13;14;14;15;13;14;13;10;8;10;9;11;10;11;13;16;17;12;1.3;1.3;1.4;1.5;1.5;1.6;1.7;1.8;1.8;1.8;1.7;1.6;1.4;1.4;1.3;1.3;1.2;1.2;1.3;1.3;1.4;1.6;1.9;1.8;5;6;6;6;6;6;7;7;7;7;7;7;6;6;6;6;6;6;6;7;7;6;6;6;7;7;7;7;7;7;8;8;8;8;9;10;9;10;10;9;9;9;8;8;8;9;9;9;;;0.1;;;0.3;0.3;0.4;0.4;0.5;0.2;0.2;0.1;0.1;0.1;;;0.1;0.1;0.1;0.4;1.4;0.4;;100;95;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
03.03.2022;10;9;10;7;8;7;6;6;8;8;9;9;8;6;6;5;7;10;13;12;10;11;13;11;1.7;1.6;1.5;1.4;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.3;6;6;6;6;6;6;6;7;7;7;7;7;12;12;12;12;14;14;14;14;14;14;14;14;9;8;8;7;6;5;4;4;4;5;6;7;9;9;10;10;9;8;6;6;6;6;5;4;;0.1;;;;;;;;;;;;;;;0.2;0.4;0.1;;;;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;94
04.03.2022;9;10;10;10;8;8;11;10;10;9;9;9;8;7;7;8;7;7;6;5;6;6;7;7;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1;1;1;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;14;14;14;14;14;14;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;12;12;12;3;3;3;3;2;1;2;2;2;3;5;6;7;8;8;8;8;7;5;4;3;2;2;2;;;;;;;;;;;;;;;;;;;0.1;;;;;;71;73;53;5;5;5;;5;;;;;;;5;80;81;9;17;15;12;7;6;6
05.03.2022;7;7;7;7;8;8;9;9;9;11;11;10;10;9;8;8;7;7;7;6;7;7;7;7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.9;1;1.1;1.1;1.1;1.1;1;1;12;12;12;12;12;9;8;8;8;8;18;18;17;17;16;16;15;15;15;15;14;14;14;14;1;1;0;0;0;0;-1;-1;0;3;5;6;7;8;8;9;9;7;5;3;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;7;6;;;;;;;;;;;5;5;15;99;76;100;;;;;;
06.03.2022;7;7;7;8;8;7;7;7;7;7;9;9;10;11;12;12;12;10;7;7;7;11;10;8;1;1;1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1;1;1;1;1;0.9;0.9;0.9;1;1;1.1;13;13;13;13;12;12;12;12;12;12;11;11;11;11;11;11;11;11;11;11;11;5;5;5;1;1;1;1;1;1;1;0;1;4;6;7;8;8;8;7;7;6;4;3;4;7;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;6;6;6;7;7;7;7;13;21;17;22;100;100;100;8
07.03.2022;7;9;10;11;12;12;14;14;14;15;16;17;18;19;18;17;17;18;18;18;20;23;22;22;1;1;1;1.1;1.1;1.1;1.2;1.3;1.3;1.3;1.4;1.4;1.5;1.6;1.7;1.7;1.7;1.8;1.9;2;2.2;2.4;2.5;2.6;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;7;7;7;7;5;6;6;6;5;6;6;5;5;6;6;7;7;7;7;7;6;7;6;6;6;5;5;5;;;;;;;0.1;;;;;;;;;0.1;;;;;0.1;;0.1;0.1;100;100;100;100;79;100;100;11;19;36;28;49;27;23;7;92;100;100;78;81;65;84;98;100
08.03.2022;21;22;24;24;24;25;26;26;28;29;29;13;21;21;20;20;19;18;16;16;16;17;17;20;2.6;2.6;2.8;2.9;3;3;3.2;3.3;3.5;3.7;3.8;3.4;3.5;3.4;3.3;3.3;3.4;3.4;3.3;3.2;3;3;2.9;2.9;7;7;7;8;8;8;8;8;8;8;9;9;9;9;9;9;9;12;12;11;11;11;11;11;6;6;6;6;6;6;7;7;7;8;8;8;10;10;10;9;9;8;8;8;8;8;8;9;0.1;0.3;0.4;0.4;0.1;0.1;;;;0.1;1.7;1.8;0.4;0.3;0.3;0.3;0.2;0.1;;;;;;;100;100;100;100;100;9;90;100;100;100;100;100;100;79;100;72;70;12;6;77;100;100;100;100
09.03.2022;21;23;24;26;27;27;27;28;25;25;25;22;20;5;15;13;17;18;18;20;18;15;14;13;2.9;3.1;3.3;3.6;3.8;3.9;3.9;4.1;4.2;4.3;4.4;4.3;4;3.9;3.7;3.5;3.3;3.2;3.2;3.1;3;2.9;2.8;2.7;11;8;8;8;9;9;9;9;9;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;9;9;9;9;10;10;9;10;10;10;9;9;10;7;4;4;3;4;4;4;4;4;5;4;;;;;;;;;0.1;0.6;1.8;1.3;1.8;2.3;4.8;4.1;3.9;1.8;0.5;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
10.03.2022;11;9;8;7;5;5;2;2;5;7;13;14;16;18;19;20;19;20;20;22;22;23;24;23;2.7;2.5;2.4;2.3;2.2;2.1;2.1;2;1.9;1.8;1.8;1.8;1.8;1.9;1.9;2;2.2;2.3;2.5;2.6;2.7;2.9;3.1;3.2;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;6;7;7;7;8;8;8;8;4;4;4;4;3;2;2;2;4;6;8;8;9;9;9;9;9;8;8;8;8;8;8;8;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;100;100;100;100;100;100;100;100;100;76;16;10;20;21;21;19;100;100;100;100;100;100;100;100
11.03.2022;23;23;23;24;24;24;23;22;24;21;19;18;14;11;14;13;12;9;4;8;11;1;2;3;3.3;3.3;3.4;3.6;3.7;3.8;3.7;3.7;3.7;3.6;3.4;3.2;3;2.8;2.7;2.6;2.5;2.4;2.3;2.3;2.2;2.1;2.1;2.1;8;8;8;8;8;9;9;9;10;10;10;10;10;10;9;9;9;9;9;18;17;17;17;17;8;8;8;8;8;8;8;8;8;9;9;10;10;10;10;10;10;9;8;7;7;7;7;7;0.1;0.1;0.1;0.1;0.1;0.4;0.8;2;2.8;1.4;;0.1;;;0.1;0.1;;0.3;0.6;0.7;1.5;2.3;0.4;0.1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;60;13;100;97;100;100;100;100
12.03.2022;4;6;8;8;11;9;8;3;5;7;8;9;14;17;20;24;29;31;23;24;25;26;27;29;2;2;2;2;2.1;2.1;2;2;1.9;1.8;1.8;1.7;1.8;1.8;2;2.3;3;3.5;3.3;3.6;4;4.2;4.6;5.1;17;16;16;16;16;15;15;9;9;9;9;9;9;9;9;6;7;8;8;9;9;9;10;10;6;7;6;6;5;5;4;4;5;7;8;8;9;8;8;7;7;7;7;8;7;8;8;8;0.1;0.1;0.1;0.1;0.1;;;;;;;;;0.1;0.8;2.3;2.9;2.4;0.3;0.4;0.2;0.4;0.3;0.4;100;100;100;100;13;13;7;12;11;16;10;100;100;100;100;100;100;100;100;100;17;95;51;87
13.03.2022;28;29;30;33;27;23;18;18;15;14;17;17;12;14;13;12;12;10;8;6;5;6;6;7;5.3;5.7;5.8;5.9;5.5;5;4.4;4;3.6;3.4;3.2;3;2.7;2.6;2.5;2.3;2.2;2;1.9;1.8;1.7;1.6;1.5;1.5;11;11;12;12;12;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;8;8;8;8;8;8;8;8;8;8;9;9;10;10;10;10;10;9;8;6;5;5;5;5;0.3;0.3;0.2;0.3;0.4;0.6;0.2;0.2;;0.1;;0.1;0.1;0.3;;;;;;;;;;;77;100;100;100;100;100;100;89;26;28;22;62;100;24;36;13;16;24;14;6;6;9;9;6
14.03.2022;6;6;6;5;5;4;5;5;5;6;6;7;7;8;9;10;10;9;8;7;6;6;8;8;1.5;1.4;1.4;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1;1;1;1;0.9;0.9;0.9;0.9;0.8;0.8;0.8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;4;4;4;4;3;3;3;3;5;6;8;9;10;10;10;10;9;9;7;6;6;6;6;6;;;;;;;;;;;;;;;;;0.1;0.1;0.1;;;;;;;;;;;;;;;;;99;46;42;43;11;7;6;5;;;;;6
15.03.2022;7;7;7;6;7;7;7;7;7;9;10;11;11;11;12;12;11;10;11;11;10;9;10;9;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.8;0.8;0.8;0.8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;4;4;4;5;18;18;6;6;6;6;6;6;6;7;8;9;9;9;9;10;10;10;10;9;9;9;9;8;9;8;;;;;;;;;;;;;0.1;;;;;;;;;;0.2;0.3;6;100;100;100;67;100;100;100;100;100;100;100;100;100;100;87;100;100;100;100;100;100;100;100
